rating,user,blog
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,e11c38f98977
3.0,b5f15686d60,e11c38f98977
5.0,b5f15686d60,e11c38f98977
3.0,b5f15686d60,e11c38f98977
4.0,b5f15686d60,e11c38f98977
4.0,b5f15686d60,e11c38f98977
5.0,b5f15686d60,e11c38f98977
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
5.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
2.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
4.0,b5f15686d60,2524c43bb922
3.0,b5f15686d60,2524c43bb922
1.0,b5f15686d60,2524c43bb922
